"","GEOID","County","State","indicator","value"
"17741","06087","SantaCruz, CA","CALIFORNIA","Crimes per 100,000 residents",386.3870031
"17742","06089","Shasta, CA","CALIFORNIA","Crimes per 100,000 residents",725.2206951
"17743","06091","Sierra, CA","CALIFORNIA","Crimes per 100,000 residents",557.9258287
"17744","06093","Siskiyou, CA","CALIFORNIA","Crimes per 100,000 residents",237.4483436
"17745","06095","Solano, CA","CALIFORNIA","Crimes per 100,000 residents",434.5697148
"17746","06097","Sonoma, CA","CALIFORNIA","Crimes per 100,000 residents",362.0019191
"17747","06099","Stanislaus, CA","CALIFORNIA","Crimes per 100,000 residents",547.107372
"17748","06101","Sutter, CA","CALIFORNIA","Crimes per 100,000 residents",333.508128
"17749","06103","Tehama, CA","CALIFORNIA","Crimes per 100,000 residents",561.3968314
"17750","06105","Trinity, CA","CALIFORNIA","Crimes per 100,000 residents",156.1570494
"17751","06107","Tulare, CA","CALIFORNIA","Crimes per 100,000 residents",462.4094173
"17752","06109","Tuolumne, CA","CALIFORNIA","Crimes per 100,000 residents",194.8992093
"17753","06111","Ventura, CA","CALIFORNIA","Crimes per 100,000 residents",198.1848932
"17754","06113","Yolo, CA","CALIFORNIA","Crimes per 100,000 residents",271.7590533
"17755","06115","Yuba, CA","CALIFORNIA","Crimes per 100,000 residents",388.6010363
"17756","08001","Adams, CO","COLORADO","Crimes per 100,000 residents",336.3221531
"17757","08003","Alamosa, CO","COLORADO","Crimes per 100,000 residents",178.4285978
"17758","08005","Arapahoe, CO","COLORADO","Crimes per 100,000 residents",297.9886998
"17759","08007","Archuleta, CO","COLORADO","Crimes per 100,000 residents",196.8181073
"17760","08009","Baca, CO","COLORADO","Crimes per 100,000 residents",135.7957632
"17761","08011","Bent, CO","COLORADO","Crimes per 100,000 residents",246.1322082
"17762","08013","Boulder, CO","COLORADO","Crimes per 100,000 residents",169.0060894
"17763","08014","Broomfield, CO","COLORADO","Crimes per 100,000 residents",50.44475459
"17764","08015","Chaffee, CO","COLORADO","Crimes per 100,000 residents",54.02485143
"17765","08017","Cheyenne, CO","COLORADO","Crimes per 100,000 residents",105.8201058
"17766","08019","ClearCreek, CO","COLORADO","Crimes per 100,000 residents",265.7513011
"17767","08021","Conejos, CO","COLORADO","Crimes per 100,000 residents",36.24501631
"17768","08023","Costilla, CO","COLORADO","Crimes per 100,000 residents",170.5514497
"17769","08025","Crowley, CO","COLORADO","Crimes per 100,000 residents",206.6892146
"17770","08027","Custer, CO","COLORADO","Crimes per 100,000 residents",116.6861144
"17771","08029","Delta, CO","COLORADO","Crimes per 100,000 residents",104.9765443
"17772","08031","Denver, CO","COLORADO","Crimes per 100,000 residents",599.0808243
"17773","08033","Dolores, CO","COLORADO","Crimes per 100,000 residents",49.28536225
"17774","08035","Douglas, CO","COLORADO","Crimes per 100,000 residents",83.0165739
"17775","08037","Eagle, CO","COLORADO","Crimes per 100,000 residents",171.5592833
"17776","08039","Elbert, CO","COLORADO","Crimes per 100,000 residents",46.34896558
"17777","08041","ElPaso, CO","COLORADO","Crimes per 100,000 residents",379.058506
"17778","08043","Fremont, CO","COLORADO","Crimes per 100,000 residents",254.0311296
"17779","08045","Garfield, CO","COLORADO","Crimes per 100,000 residents",122.159785
"17780","08047","Gilpin, CO","COLORADO","Crimes per 100,000 residents",357.079093
"17781","08049","Grand, CO","COLORADO","Crimes per 100,000 residents",34.99195185
"17782","08051","Gunnison, CO","COLORADO","Crimes per 100,000 residents",309.5376282
"17783","08053","Hinsdale, CO","COLORADO","Crimes per 100,000 residents",0
"17784","08055","Huerfano, CO","COLORADO","Crimes per 100,000 residents",414.1739531
"17785","08057","Jackson, CO","COLORADO","Crimes per 100,000 residents",146.5201465
"17786","08059","Jefferson, CO","COLORADO","Crimes per 100,000 residents",226.1697215
"17787","08061","Kiowa, CO","COLORADO","Crimes per 100,000 residents",140.5481377
"17788","08063","KitCarson, CO","COLORADO","Crimes per 100,000 residents",286.176434
"17789","08065","Lake, CO","COLORADO","Crimes per 100,000 residents",164.2485628
"17790","08067","LaPlata, CO","COLORADO","Crimes per 100,000 residents",182.0433901
"17791","08069","Larimer, CO","COLORADO","Crimes per 100,000 residents",225.6414801
"17792","08071","LasAnimas, CO","COLORADO","Crimes per 100,000 residents",124.6019659
"17793","08073","Lincoln, CO","COLORADO","Crimes per 100,000 residents",184.1620626
"17794","08075","Logan, CO","COLORADO","Crimes per 100,000 residents",204.8997773
"17795","08077","Mesa, CO","COLORADO","Crimes per 100,000 residents",317.1720184
"17796","08081","Moffat, CO","COLORADO","Crimes per 100,000 residents",129.7412806
"17797","08083","Montezuma, CO","COLORADO","Crimes per 100,000 residents",230.0912565
"17798","08085","Montrose, CO","COLORADO","Crimes per 100,000 residents",176.8476899
"17799","08087","Morgan, CO","COLORADO","Crimes per 100,000 residents",88.01577243
"17800","08089","Otero, CO","COLORADO","Crimes per 100,000 residents",181.7890178
"17801","08091","Ouray, CO","COLORADO","Crimes per 100,000 residents",21.94426158
"17802","08093","Park, CO","COLORADO","Crimes per 100,000 residents",124.0617828
"17803","08095","Phillips, CO","COLORADO","Crimes per 100,000 residents",22.95684114
"17804","08097","Pitkin, CO","COLORADO","Crimes per 100,000 residents",155.3599171
"17805","08099","Prowers, CO","COLORADO","Crimes per 100,000 residents",154.5846554
"17806","08101","Pueblo, CO","COLORADO","Crimes per 100,000 residents",501.7002063
"17807","08103","RioBlanco, CO","COLORADO","Crimes per 100,000 residents",132.2168356
"17808","08105","RioGrande, CO","COLORADO","Crimes per 100,000 residents",152.5036008
"17809","08107","Routt, CO","COLORADO","Crimes per 100,000 residents",182.8775571
"17810","08109","Saguache, CO","COLORADO","Crimes per 100,000 residents",241.6237113
"17811","08113","SanMiguel, CO","COLORADO","Crimes per 100,000 residents",78.14535035
"17812","08115","Sedgwick, CO","COLORADO","Crimes per 100,000 residents",211.8644068
"17813","08117","Summit, CO","COLORADO","Crimes per 100,000 residents",129.1493595
"17814","08119","Teller, CO","COLORADO","Crimes per 100,000 residents",206.2298604
"17815","08121","Washington, CO","COLORADO","Crimes per 100,000 residents",333.1251301
"17816","08123","Weld, CO","COLORADO","Crimes per 100,000 residents",274.2924922
"17817","08125","Yuma, CO","COLORADO","Crimes per 100,000 residents",68.95872328
"17818","09001","Fairfield, CT","CONNECTICUT","Crimes per 100,000 residents",291.8383154
"17819","09003","Hartford, CT","CONNECTICUT","Crimes per 100,000 residents",305.5867265
"17820","09005","Litchfield, CT","CONNECTICUT","Crimes per 100,000 residents",66.87209775
"17821","09007","Middlesex, CT","CONNECTICUT","Crimes per 100,000 residents",80.93644677
"17822","09009","NewHaven, CT","CONNECTICUT","Crimes per 100,000 residents",392.9086256
"17823","09011","NewLondon, CT","CONNECTICUT","Crimes per 100,000 residents",208.2801386
"17824","09013","Tolland, CT","CONNECTICUT","Crimes per 100,000 residents",35.67252621
"17825","09015","Windham, CT","CONNECTICUT","Crimes per 100,000 residents",62.07271862
"17826","10001","Kent, DE","DELAWARE","Crimes per 100,000 residents",534.1880342
"17827","10003","NewCastle, DE","DELAWARE","Crimes per 100,000 residents",581.7888096
"17828","10005","Sussex, DE","DELAWARE","Crimes per 100,000 residents",457.297156
"17829","12001","Alachua, FL","FLORIDA","Crimes per 100,000 residents",605.2451953
"17830","12003","Baker, FL","FLORIDA","Crimes per 100,000 residents",236.922963
"17831","12005","Bay, FL","FLORIDA","Crimes per 100,000 residents",497.1797905
"17832","12007","Bradford, FL","FLORIDA","Crimes per 100,000 residents",484.1713222
"17833","12009","Brevard, FL","FLORIDA","Crimes per 100,000 residents",537.9223453
"17834","12011","Broward, FL","FLORIDA","Crimes per 100,000 residents",470.9480521
"17835","12013","Calhoun, FL","FLORIDA","Crimes per 100,000 residents",136.2212233
"17836","12015","Charlotte, FL","FLORIDA","Crimes per 100,000 residents",242.205711
"17837","12017","Citrus, FL","FLORIDA","Crimes per 100,000 residents",323.8290814
"17838","12019","Clay, FL","FLORIDA","Crimes per 100,000 residents",406.3157144
"17839","12021","Collier, FL","FLORIDA","Crimes per 100,000 residents",244.0805319
"17840","12023","Columbia, FL","FLORIDA","Crimes per 100,000 residents",654.3979391
"17841","12027","DeSoto, FL","FLORIDA","Crimes per 100,000 residents",431.6713503
"17842","12029","Dixie, FL","FLORIDA","Crimes per 100,000 residents",363.8644918
"17843","12031","Duval, FL","FLORIDA","Crimes per 100,000 residents",621.5464156
"17844","12033","Escambia, FL","FLORIDA","Crimes per 100,000 residents",798.51676
"17845","12035","Flagler, FL","FLORIDA","Crimes per 100,000 residents",257.1131298
"17846","12037","Franklin, FL","FLORIDA","Crimes per 100,000 residents",793.2402138
"17847","12039","Gadsden, FL","FLORIDA","Crimes per 100,000 residents",528.2071265
"17848","12041","Gilchrist, FL","FLORIDA","Crimes per 100,000 residents",194.9087473
"17849","12043","Glades, FL","FLORIDA","Crimes per 100,000 residents",292.2442863
"17850","12045","Gulf, FL","FLORIDA","Crimes per 100,000 residents",435.908775
"17851","12047","Hamilton, FL","FLORIDA","Crimes per 100,000 residents",341.3682597
"17852","12049","Hardee, FL","FLORIDA","Crimes per 100,000 residents",276.172826
"17853","12051","Hendry, FL","FLORIDA","Crimes per 100,000 residents",621.814203
"17854","12053","Hernando, FL","FLORIDA","Crimes per 100,000 residents",295.2287593
"17855","12055","Highlands, FL","FLORIDA","Crimes per 100,000 residents",271.4718899
"17856","12057","Hillsborough, FL","FLORIDA","Crimes per 100,000 residents",353.8307404
"17857","12059","Holmes, FL","FLORIDA","Crimes per 100,000 residents",243.4447431
"17858","12061","IndianRiver, FL","FLORIDA","Crimes per 100,000 residents",308.4637379
"17859","12063","Jackson, FL","FLORIDA","Crimes per 100,000 residents",423.1225216
"17860","12065","Jefferson, FL","FLORIDA","Crimes per 100,000 residents",619.9802734
"17861","12067","Lafayette, FL","FLORIDA","Crimes per 100,000 residents",305.1537071
"17862","12069","Lake, FL","FLORIDA","Crimes per 100,000 residents",323.6655694
"17863","12071","Lee, FL","FLORIDA","Crimes per 100,000 residents",337.9139787
"17864","12073","Leon, FL","FLORIDA","Crimes per 100,000 residents",664.1948589
"17865","12075","Levy, FL","FLORIDA","Crimes per 100,000 residents",282.514378
"17866","12077","Liberty, FL","FLORIDA","Crimes per 100,000 residents",155.7072703
"17867","12079","Madison, FL","FLORIDA","Crimes per 100,000 residents",822.2981632
"17868","12081","Manatee, FL","FLORIDA","Crimes per 100,000 residents",585.7833537
"17869","12083","Marion, FL","FLORIDA","Crimes per 100,000 residents",479.010677
"17870","12085","Martin, FL","FLORIDA","Crimes per 100,000 residents",262.4567806
"17871","12086","Miami-Dade, FL","FLORIDA","Crimes per 100,000 residents",656.0124348
"17872","12087","Monroe, FL","FLORIDA","Crimes per 100,000 residents",512.1085513
"17873","12089","Nassau, FL","FLORIDA","Crimes per 100,000 residents",159.8203672
"17874","12091","Okaloosa, FL","FLORIDA","Crimes per 100,000 residents",464.3699274
"17875","12093","Okeechobee, FL","FLORIDA","Crimes per 100,000 residents",505.9750826
"17876","12095","Orange, FL","FLORIDA","Crimes per 100,000 residents",662.6310837
"17877","12097","Osceola, FL","FLORIDA","Crimes per 100,000 residents",488.4356659
"17878","12099","PalmBeach, FL","FLORIDA","Crimes per 100,000 residents",478.6575434
"17879","12101","Pasco, FL","FLORIDA","Crimes per 100,000 residents",319.0312554
"17880","12103","Pinellas, FL","FLORIDA","Crimes per 100,000 residents",550.6712247
"17881","12105","Polk, FL","FLORIDA","Crimes per 100,000 residents",348.309575
"17882","12107","Putnam, FL","FLORIDA","Crimes per 100,000 residents",717.8582747
"17883","12109","St.Johns, FL","FLORIDA","Crimes per 100,000 residents",281.4254437
"17884","12111","St.Lucie, FL","FLORIDA","Crimes per 100,000 residents",393.958833
"17885","12113","SantaRosa, FL","FLORIDA","Crimes per 100,000 residents",152.0832299
"17886","12115","Sarasota, FL","FLORIDA","Crimes per 100,000 residents",316.8309731
"17887","12117","Seminole, FL","FLORIDA","Crimes per 100,000 residents",331.3908554
"17888","12119","Sumter, FL","FLORIDA","Crimes per 100,000 residents",141.9817666
"17889","12121","Suwannee, FL","FLORIDA","Crimes per 100,000 residents",354.415329
"17890","12123","Taylor, FL","FLORIDA","Crimes per 100,000 residents",673.754211
"17891","12125","Union, FL","FLORIDA","Crimes per 100,000 residents",257.6638478
"17892","12127","Volusia, FL","FLORIDA","Crimes per 100,000 residents",431.3099042
"17893","12129","Wakulla, FL","FLORIDA","Crimes per 100,000 residents",296.563729
"17894","12131","Walton, FL","FLORIDA","Crimes per 100,000 residents",361.1617369
"17895","12133","Washington, FL","FLORIDA","Crimes per 100,000 residents",280.214425
"17896","13001","Appling, GA","GEORGIA","Crimes per 100,000 residents",162.6898048
"17897","13003","Atkinson, GA","GEORGIA","Crimes per 100,000 residents",373.9445115
"17898","13005","Bacon, GA","GEORGIA","Crimes per 100,000 residents",392.296719
"17899","13007","Baker, GA","GEORGIA","Crimes per 100,000 residents",209.5181084
"17900","13009","Baldwin, GA","GEORGIA","Crimes per 100,000 residents",501.7485176
"17901","13011","Banks, GA","GEORGIA","Crimes per 100,000 residents",298.6695629
"17902","13013","Barrow, GA","GEORGIA","Crimes per 100,000 residents",460.4425287
"17903","13015","Bartow, GA","GEORGIA","Crimes per 100,000 residents",407.8085966
"17904","13017","BenHill, GA","GEORGIA","Crimes per 100,000 residents",508.1358835
"17905","13019","Berrien, GA","GEORGIA","Crimes per 100,000 residents",194.2461151
"17906","13021","Bibb, GA","GEORGIA","Crimes per 100,000 residents",524.1693112
"17907","13023","Bleckley, GA","GEORGIA","Crimes per 100,000 residents",156.6048078
"17908","13025","Brantley, GA","GEORGIA","Crimes per 100,000 residents",207.741089
"17909","13027","Brooks, GA","GEORGIA","Crimes per 100,000 residents",560.7115236
"17910","13029","Bryan, GA","GEORGIA","Crimes per 100,000 residents",162.8615375
"17911","13031","Bulloch, GA","GEORGIA","Crimes per 100,000 residents",172.7188474
"17912","13033","Burke, GA","GEORGIA","Crimes per 100,000 residents",658.7270427
"17913","13035","Butts, GA","GEORGIA","Crimes per 100,000 residents",278.2415136
"17914","13037","Calhoun, GA","GEORGIA","Crimes per 100,000 residents",689.8666258
"17915","13039","Camden, GA","GEORGIA","Crimes per 100,000 residents",402.1291476
"17916","13043","Candler, GA","GEORGIA","Crimes per 100,000 residents",256.0117034
"17917","13045","Carroll, GA","GEORGIA","Crimes per 100,000 residents",300.8321837
"17918","13047","Catoosa, GA","GEORGIA","Crimes per 100,000 residents",200.5787693
"17919","13049","Charlton, GA","GEORGIA","Crimes per 100,000 residents",135.7978121
"17920","13051","Chatham, GA","GEORGIA","Crimes per 100,000 residents",385.7287544
"17921","13053","Chattahoochee, GA","GEORGIA","Crimes per 100,000 residents",0
"17922","13055","Chattooga, GA","GEORGIA","Crimes per 100,000 residents",163.0996897
"17923","13057","Cherokee, GA","GEORGIA","Crimes per 100,000 residents",91.51244303
"17924","13059","Clarke, GA","GEORGIA","Crimes per 100,000 residents",394.1780398
"17925","13061","Clay, GA","GEORGIA","Crimes per 100,000 residents",65.68144499
"17926","13063","Clayton, GA","GEORGIA","Crimes per 100,000 residents",575.2781773
"17927","13065","Clinch, GA","GEORGIA","Crimes per 100,000 residents",529.8013245
"17928","13067","Cobb, GA","GEORGIA","Crimes per 100,000 residents",264.2256585
"17929","13069","Coffee, GA","GEORGIA","Crimes per 100,000 residents",421.101342
"17930","13071","Colquitt, GA","GEORGIA","Crimes per 100,000 residents",386.8179363
"17931","13073","Columbia, GA","GEORGIA","Crimes per 100,000 residents",56.8618184
"17932","13075","Cook, GA","GEORGIA","Crimes per 100,000 residents",216.805344
"17933","13077","Coweta, GA","GEORGIA","Crimes per 100,000 residents",165.1899685
"17934","13079","Crawford, GA","GEORGIA","Crimes per 100,000 residents",375.8797185
"17935","13081","Crisp, GA","GEORGIA","Crimes per 100,000 residents",475.6599246
"17936","13083","Dade, GA","GEORGIA","Crimes per 100,000 residents",230.2053674
"17937","13085","Dawson, GA","GEORGIA","Crimes per 100,000 residents",48.48805431
"17938","13087","Decatur, GA","GEORGIA","Crimes per 100,000 residents",464.1982529
"17939","13089","DeKalb, GA","GEORGIA","Crimes per 100,000 residents",592.9851123
"17940","13091","Dodge, GA","GEORGIA","Crimes per 100,000 residents",320.4373027
"17941","13093","Dooly, GA","GEORGIA","Crimes per 100,000 residents",293.6241611
"17942","13095","Dougherty, GA","GEORGIA","Crimes per 100,000 residents",930.4176661
"17943","13097","Douglas, GA","GEORGIA","Crimes per 100,000 residents",275.7022709
"17944","13099","Early, GA","GEORGIA","Crimes per 100,000 residents",635.553026
"17945","13101","Echols, GA","GEORGIA","Crimes per 100,000 residents",0
"17946","13103","Effingham, GA","GEORGIA","Crimes per 100,000 residents",89.98090201
"17947","13105","Elbert, GA","GEORGIA","Crimes per 100,000 residents",377.5702842
"17948","13107","Emanuel, GA","GEORGIA","Crimes per 100,000 residents",612.2359732
"17949","13109","Evans, GA","GEORGIA","Crimes per 100,000 residents",120.0036924
"17950","13111","Fannin, GA","GEORGIA","Crimes per 100,000 residents",357.7441077
"17951","13113","Fayette, GA","GEORGIA","Crimes per 100,000 residents",78.43861025
"17952","13115","Floyd, GA","GEORGIA","Crimes per 100,000 residents",356.9154987
"17953","13117","Forsyth, GA","GEORGIA","Crimes per 100,000 residents",85.46352447
